股票代碼,日期,收盤價
1101,2021/5/27,50.300000000000004
1101,2021/5/28,50.6
1101,2021/5/31,51.6
1101,2021/6/1,51.5
1101,2021/6/2,52
1101,2021/6/3,52.300000000000004
1101,2021/6/4,51.900000000000006
1101,2021/6/7,51.5
1101,2021/6/8,51.400000000000006
1101,2021/6/9,51.300000000000004
1101,2021/6/10,51.5
1101,2021/6/11,51.400000000000006
1101,2021/6/15,51.300000000000004
1101,2021/6/16,51.900000000000006
1101,2021/6/17,51.5
1101,2021/6/18,51
1101,2021/6/21,50.7
1101,2021/6/22,50.900000000000006
1101,2021/6/23,51
1101,2021/6/24,51.1
1101,2021/6/25,51
1101,2021/6/28,51.1
1101,2021/6/29,51.2
1101,2021/6/30,51
1101,2021/7/1,50.6
1101,2021/7/2,50.5
1101,2021/7/5,50.6
1101,2021/7/6,51.2
1101,2021/7/7,51.300000000000004
1101,2021/7/8,52.800000000000004
1101,2021/7/9,52
1101,2021/7/12,52.2
1101,2021/7/13,51.900000000000006
1101,2021/7/14,51.5
1101,2021/7/15,51.6
1101,2021/7/16,51.5
1101,2021/7/19,52
1101,2021/7/20,51.7
1101,2021/7/21,51.800000000000004
1101,2021/7/22,52.1
1101,2021/7/23,53
1101,2021/7/26,53.2
1101,2021/7/27,53
1101,2021/7/28,52.400000000000006
1101,2021/7/29,52.900000000000006
1101,2021/7/30,52.6
1101,2021/8/2,52.800000000000004
1101,2021/8/3,53.900000000000006
1101,2021/8/4,53.800000000000004
1101,2021/8/5,52.7
1101,2021/8/6,52.900000000000006
1101,2021/8/9,52.400000000000006
1101,2021/8/10,51.900000000000006
1101,2021/8/11,51.1
1101,2021/8/12,47.6
1101,2021/8/13,48.400000000000006
1101,2021/8/16,47.95
1101,2021/8/17,47.300000000000004
1101,2021/8/18,47.25
1101,2021/8/19,46.2
1101,2021/8/20,46.150000000000006
1101,2021/8/23,46.800000000000004
1101,2021/8/24,46.75
1101,2021/8/25,47.2
1101,2021/8/26,46.95
1101,2021/8/27,47.45
1101,2021/8/30,47.6
1101,2021/8/31,48.45
1101,2021/9/1,48.400000000000006
1101,2021/9/2,47.900000000000006
1101,2021/9/3,48.5
1101,2021/9/6,48.800000000000004
1101,2021/9/7,48.75
1101,2021/9/8,48.550000000000004
1101,2021/9/9,48.2
1101,2021/9/10,49
1101,2021/9/13,50.1
1101,2021/9/14,51.400000000000006
1101,2021/9/15,51.2
1101,2021/9/16,51.7
1101,2021/9/17,50.7
1101,2021/9/22,50.7
1101,2021/9/23,51.2
1101,2021/9/24,51.300000000000004
1101,2021/9/27,51.1
1101,2021/9/28,51
1101,2021/9/29,50.6
1101,2021/9/30,51
1101,2021/10/1,50.2
1101,2021/10/4,50
1101,2021/10/5,50.300000000000004
1101,2021/10/6,49.900000000000006
1101,2021/10/7,50.400000000000006
1101,2021/10/8,50.400000000000006
1101,2021/10/12,50.2
1101,2021/10/13,50.5
1101,2021/10/14,49.900000000000006
1101,2021/10/15,50.1
1101,2021/10/18,49.800000000000004
1101,2021/10/19,49.1
1101,2021/10/20,48.35
1101,2021/10/21,48.75
1101,2021/10/22,48.800000000000004
1101,2021/10/25,48.25
1101,2021/10/26,48.45
1101,2021/10/27,48.35
1101,2021/10/28,48.5
1101,2021/10/29,48.25
1101,2021/11/1,48.25
1101,2021/11/2,48.150000000000006
1101,2021/11/3,48.150000000000006
1101,2021/11/4,48.1
1101,2021/11/5,48.150000000000006
1101,2021/11/8,48.95
1101,2021/11/9,48.800000000000004
1101,2021/11/10,48.7
1101,2021/11/11,48.800000000000004
1101,2021/11/12,48.7
1101,2021/11/15,48.6
1101,2021/11/16,48.650000000000006
1101,2021/11/17,48.550000000000004
1101,2021/11/18,48.300000000000004
1101,2021/11/19,48.300000000000004
1101,2021/11/22,47.900000000000006
1101,2021/11/23,47.800000000000004
1101,2021/11/24,47.45
1101,2021/11/25,47.150000000000006
1101,2021/11/26,46.5
1101,2021/11/29,46.5
1101,2021/11/30,46
1101,2021/12/1,46.6
1101,2021/12/2,46.300000000000004
1101,2021/12/3,46.400000000000006
1101,2021/12/6,47.300000000000004
1101,2021/12/7,47.550000000000004
1101,2021/12/8,47.7
1101,2021/12/9,47.400000000000006
1101,2021/12/10,47.300000000000004
1101,2021/12/13,47.1
1101,2021/12/14,47
1101,2021/12/15,46.95
1101,2021/12/16,46.900000000000006
1101,2021/12/17,47.45
1101,2021/12/20,47.400000000000006
1101,2021/12/21,47.25
1101,2021/12/22,47.400000000000006
1101,2021/12/23,47.7
1101,2021/12/24,47.900000000000006
1101,2021/12/27,48.1
1101,2021/12/28,48.150000000000006
1101,2021/12/29,48.150000000000006
1101,2021/12/30,48
1101,2022/1/3,47.45
1101,2022/1/4,47.300000000000004
1101,2022/1/5,47.150000000000006
1101,2022/1/6,47.6
1101,2022/1/7,47.45
1101,2022/1/10,47.300000000000004
1101,2022/1/11,47.5
1101,2022/1/12,47.5
1101,2022/1/13,47.95
1101,2022/1/14,47.6
1101,2022/1/17,47.6
1101,2022/1/18,47.75
1101,2022/1/19,47.6
1101,2022/1/20,47.5
1101,2022/1/21,47.400000000000006
1101,2022/1/24,47.150000000000006
1101,2022/1/25,46.800000000000004
1101,2022/1/26,46.85
1101,2022/2/7,47.1
1101,2022/2/8,46.95
1101,2022/2/9,47.300000000000004
1101,2022/2/10,47.550000000000004
1101,2022/2/11,47.550000000000004
1101,2022/2/14,47.150000000000006
1101,2022/2/15,47
1101,2022/2/16,47
1101,2022/2/17,47.45
1101,2022/2/18,47.45
1101,2022/2/21,47.6
1101,2022/2/22,47.7
1101,2022/2/23,47.650000000000006
1101,2022/2/24,47.300000000000004
1101,2022/2/25,47.35
1101,2022/3/1,47.800000000000004
1101,2022/3/2,48
1101,2022/3/3,48.050000000000004
1101,2022/3/4,47.650000000000006
1101,2022/3/7,47.1
1101,2022/3/8,46.95
1101,2022/3/9,47.25
1101,2022/3/10,47.6
1101,2022/3/11,47.45
1101,2022/3/14,47.550000000000004
1101,2022/3/15,47.95
1101,2022/3/16,47.85
1101,2022/3/17,48
1101,2022/3/18,48.95
1101,2022/3/21,49.75
1101,2022/3/22,49.7
1101,2022/3/23,49.650000000000006
1101,2022/3/24,49.95
1101,2022/3/25,49.7
1101,2022/3/28,49.7
1101,2022/3/29,49.800000000000004
1101,2022/3/30,49.85
1101,2022/3/31,49.900000000000006
1101,2022/4/1,49.75
1101,2022/4/6,50.2
1101,2022/4/7,49.550000000000004
1101,2022/4/8,49.800000000000004
1101,2022/4/11,49.45
1101,2022/4/12,48
1101,2022/4/13,48
1101,2022/4/14,47.7
1101,2022/4/15,47.1
1101,2022/4/18,46.5
1101,2022/4/19,46.35
1101,2022/4/20,46.6
1101,2022/4/21,46.800000000000004
1101,2022/4/22,46.550000000000004
1101,2022/4/25,46.1
1101,2022/4/26,46.2
1101,2022/4/27,45.800000000000004
1101,2022/4/28,46.1
1101,2022/4/29,45.900000000000006
1101,2022/5/3,45.35
1101,2022/5/4,45.5
1101,2022/5/5,45.6
1101,2022/5/6,45.1
1101,2022/5/9,44.25
1101,2022/5/10,43.85
1101,2022/5/11,42.65
1101,2022/5/12,40.800000000000004
1101,2022/5/13,41.6
1101,2022/5/16,41.25
1101,2022/5/17,41.5
1101,2022/5/18,41.6
1101,2022/5/19,41.1
1101,2022/5/20,41.15
1101,2022/5/23,41.2
1101,2022/5/24,41.2
1101,2022/5/25,41.65
1101,2022/5/26,41.7
1101,2022/5/27,42.2
1101,2022/5/30,42.800000000000004
1101,2022/5/31,42.6
1101,2022/6/1,42.1
1101,2022/6/2,41.7
1101,2022/6/6,41.550000000000004
1101,2022/6/7,41.35
1101,2022/6/8,41.75
1101,2022/6/9,41.550000000000004
1101,2022/6/10,41.4
1101,2022/6/13,40.800000000000004
1101,2022/6/14,40.1
1101,2022/6/15,40.050000000000004
1101,2022/6/16,40
1101,2022/6/17,39.6
1101,2022/6/20,38.85
1101,2022/6/21,39.45
1101,2022/6/22,39.5
1101,2022/6/23,39
1101,2022/6/24,39.5
1101,2022/6/27,39.800000000000004
1101,2022/6/28,39.6
1101,2022/6/29,39.550000000000004
1101,2022/6/30,39.5
1101,2022/7/1,40.35
1101,2022/7/4,40
1101,2022/7/5,40.75
1101,2022/7/6,40
1101,2022/7/7,40.9
1101,2022/7/8,40.800000000000004
1101,2022/7/11,41.1
1101,2022/7/12,41
1101,2022/7/13,41.800000000000004
1101,2022/7/14,41.7
1101,2022/7/15,40.5
1101,2022/7/18,40.7
1101,2022/7/19,41.65
1101,2022/7/20,41.6
1101,2022/7/21,38.050000000000004
1101,2022/7/22,37.7
1101,2022/7/25,37.85
1101,2022/7/26,37.800000000000004
1101,2022/7/27,37.85
1101,2022/7/28,38.2
1101,2022/7/29,38.75
1101,2022/8/1,39.5
1101,2022/8/2,39.15
1101,2022/8/3,39.1
1101,2022/8/4,38.75
1101,2022/8/5,38.85
1101,2022/8/8,38.7
1101,2022/8/9,38.75
1101,2022/8/10,38.75
1101,2022/8/11,39.35
1101,2022/8/12,39.300000000000004
1101,2022/8/15,39.300000000000004
1101,2022/8/16,39.35
1101,2022/8/17,40
1101,2022/8/18,39.800000000000004
1101,2022/8/19,39.45
1101,2022/8/22,39.65
1101,2022/8/23,39.35
1101,2022/8/24,39.25
1101,2022/8/25,39.550000000000004
1101,2022/8/26,39.65
1101,2022/8/29,39.35
1101,2022/8/30,39.25
1101,2022/8/31,39.300000000000004
1101,2022/9/1,38.9
1101,2022/9/2,38.5
1101,2022/9/5,39.1
1101,2022/9/6,39.85
1101,2022/9/7,39.7
1101,2022/9/8,39.85
1101,2022/9/12,39.800000000000004
1101,2022/9/13,39.9
1101,2022/9/14,39.65
1101,2022/9/15,39.550000000000004
1101,2022/9/16,38.6
1101,2022/9/19,38.800000000000004
1101,2022/9/20,38.550000000000004
1101,2022/9/21,38.1
1101,2022/9/22,37.550000000000004
1101,2022/9/23,37
1101,2022/9/26,35.85
1101,2022/9/27,35.800000000000004
1101,2022/9/28,34.9
1101,2022/9/29,34.15
1101,2022/9/30,33.800000000000004
1101,2022/10/3,33.65
1101,2022/10/4,33.85
1101,2022/10/5,34.15
1101,2022/10/6,34.300000000000004
1101,2022/10/7,34.25
1101,2022/10/11,33.800000000000004
1101,2022/10/12,33.75
1101,2022/10/13,32.65
1101,2022/10/14,32.4
1101,2022/10/17,31.700000000000003
1101,2022/10/18,31.450000000000003
1101,2022/10/19,31.6
1101,2022/10/20,30.900000000000002
1101,2022/10/21,31
1101,2022/10/24,30.6
1101,2022/10/25,29.900000000000002
1101,2022/10/26,30.3
1101,2022/10/27,30.85
1101,2022/10/28,30.5
1101,2022/10/31,30.25
1101,2022/11/1,30.650000000000002
1101,2022/11/2,30.75
1101,2022/11/3,30.3
1101,2022/11/4,30.450000000000003
1101,2022/11/7,31
1101,2022/11/8,31.650000000000002
1101,2022/11/9,31.900000000000002
1101,2022/11/10,31.700000000000003
1101,2022/11/11,32.15
1101,2022/11/14,34.15
1101,2022/11/15,33.85
1101,2022/11/16,32.9
1101,2022/11/17,34.25
1101,2022/11/18,33.300000000000004
1101,2022/11/21,32.85
1101,2022/11/22,32.65
1101,2022/11/23,32.7
1101,2022/11/24,33.2
1101,2022/11/25,33.550000000000004
1101,2022/11/28,33
1101,2022/11/29,33.550000000000004
1101,2022/11/30,33.9
1101,2022/12/1,34.050000000000004
1101,2022/12/2,33.65
1101,2022/12/5,33.7
1101,2022/12/6,33.300000000000004
1101,2022/12/7,33.35
1101,2022/12/8,33.2
1101,2022/12/9,33.7
1101,2022/12/12,33.85
1101,2022/12/13,33.7
1101,2022/12/14,33.5
1101,2022/12/15,33.550000000000004
1101,2022/12/16,34.6
1101,2022/12/19,33.85
1101,2022/12/20,33.7
1101,2022/12/21,34.050000000000004
1101,2022/12/22,34.45
1101,2022/12/23,34.050000000000004
1101,2022/12/26,34.4
1101,2022/12/27,34.300000000000004
1101,2022/12/28,34.300000000000004
1101,2022/12/29,33.7
1101,2022/12/30,33.65
1101,2023/1/3,33.5
1101,2023/1/4,33.5
1101,2023/1/5,34.45
1101,2023/1/6,34.25
1101,2023/1/9,34.6
1101,2023/1/10,34.6
1101,2023/1/11,34.7
1101,2023/1/12,35.4
1101,2023/1/13,36.15
1101,2023/1/16,36.5
1101,2023/1/17,36
1101,2023/1/30,36.95
1101,2023/1/31,36.25
1101,2023/2/1,36.75
1101,2023/2/2,36.800000000000004
1101,2023/2/3,36.45
1101,2023/2/6,36.15
1101,2023/2/7,36.65
1101,2023/2/8,36.75
1101,2023/2/9,36.6
1101,2023/2/10,36.85
1101,2023/2/13,37
1101,2023/2/14,37.25
1101,2023/2/15,37.550000000000004
1101,2023/2/16,37.5
1101,2023/2/17,38
1101,2023/2/20,38.25
1101,2023/2/21,38.35
1101,2023/2/22,38.050000000000004
1101,2023/2/23,39.5
1101,2023/2/24,39.15
1101,2023/3/1,37.800000000000004
1101,2023/3/2,37.9
1101,2023/3/3,37.75
1101,2023/3/6,37.95
1101,2023/3/7,37.95
1101,2023/3/8,37.75
1101,2023/3/9,37.2
1101,2023/3/10,36.7
1101,2023/3/13,36.75
1101,2023/3/14,36.75
1101,2023/3/15,37.1
1101,2023/3/16,36.35
1101,2023/3/17,36.4
1101,2023/3/20,36.9
1101,2023/3/21,37.050000000000004
1101,2023/3/22,37.2
1101,2023/3/23,37.35
1101,2023/3/24,37.6
1101,2023/3/27,36.65
1101,2023/3/28,36.2
1101,2023/3/29,36.35
1101,2023/3/30,36.2
1101,2023/3/31,36.4
1101,2023/4/6,36.45
1101,2023/4/7,36.4
1101,2023/4/10,36.6
1101,2023/4/11,37.45
1101,2023/4/12,37.45
1101,2023/4/13,37.550000000000004
1101,2023/4/14,37.550000000000004
1101,2023/4/17,37.95
1101,2023/4/18,37.45
1101,2023/4/19,37.1
1101,2023/4/20,37.2
1101,2023/4/21,38.300000000000004
1101,2023/4/24,39.550000000000004
1101,2023/4/25,38.5
1101,2023/4/26,39.1
1101,2023/4/27,38.65
1101,2023/4/28,38.7
1101,2023/5/2,39.9
1101,2023/5/3,39.5
1101,2023/5/4,39.45
1101,2023/5/5,39.300000000000004
1101,2023/5/8,39.6
1101,2023/5/9,38.65
1101,2023/5/10,38.85
1101,2023/5/11,38.2
1101,2023/5/12,37.800000000000004
1101,2023/5/15,37.35
1101,2023/5/16,37.75
1101,2023/5/17,37.9
1101,2023/5/18,37.85
1101,2023/5/19,37.85
1101,2023/5/22,38.25
1101,2023/5/23,37.9
1101,2023/5/24,37.85
1101,2023/5/25,38.050000000000004
1101,2023/5/26,38
1101,2023/5/29,38.15
1101,2023/5/30,38.300000000000004
1101,2023/5/31,37.9
1101,2023/6/1,37.75
1101,2023/6/2,38.550000000000004
1101,2023/6/5,38.85
1101,2023/6/6,38.800000000000004
1101,2023/6/7,38.800000000000004
1101,2023/6/8,38.5
1101,2023/6/9,38.45
1101,2023/6/12,38.25
1101,2023/6/13,38.25
1101,2023/6/14,38.35
1101,2023/6/15,38.35
1101,2023/6/16,38.7
1101,2023/6/19,38.7
1101,2023/6/20,38.550000000000004
1101,2023/6/21,38.7
1101,2023/6/26,38.800000000000004
1101,2023/6/27,38.45
1101,2023/6/28,38.050000000000004
1101,2023/6/29,38.050000000000004
1101,2023/6/30,38.050000000000004
1101,2023/7/3,38.25
1101,2023/7/4,38.050000000000004
1101,2023/7/5,37.800000000000004
1101,2023/7/6,37.25
1101,2023/7/7,37.300000000000004
1101,2023/7/10,36.85
1101,2023/7/11,36.550000000000004
1101,2023/7/12,36.6
1101,2023/7/13,36.800000000000004
1101,2023/7/14,37
1101,2023/7/17,36.75
1101,2023/7/18,37.1
1101,2023/7/19,36.6
1101,2023/7/20,36.550000000000004
1101,2023/7/21,36.1
1101,2023/7/24,36.5
1101,2023/7/25,37.4
1101,2023/7/26,37.25
1101,2023/7/27,37.35
1101,2023/7/28,37.35
1101,2023/7/31,37.300000000000004
1101,2023/8/1,37.550000000000004
1101,2023/8/2,37.2
1101,2023/8/4,37.35
1101,2023/8/7,37.65
1101,2023/8/8,37.1
1101,2023/8/9,37.15
1101,2023/8/10,36.85
1101,2023/8/11,37.4
1101,2023/8/14,36.85
1101,2023/8/15,36.7
1101,2023/8/16,36.050000000000004
1101,2023/8/17,35.65
1101,2023/8/18,35.15
1101,2023/8/21,35.4
1101,2023/8/22,35.4
1101,2023/8/23,35.300000000000004
1101,2023/8/24,35.300000000000004
1101,2023/8/25,35.1
1101,2023/8/28,35.2
1101,2023/8/29,35.4
1101,2023/8/30,35.300000000000004
1101,2023/8/31,34.95
1101,2023/9/1,35.25
1101,2023/9/4,35.2
1101,2023/9/5,35
1101,2023/9/6,34.4
1101,2023/9/7,34.35
1101,2023/9/8,34.1
1101,2023/9/11,34.2
1101,2023/9/12,34.6
1101,2023/9/13,35.300000000000004
1101,2023/9/14,35.5
1101,2023/9/15,35.1
1101,2023/9/18,35.1
1101,2023/9/19,34.800000000000004
1101,2023/9/20,34.35
1101,2023/9/21,33.800000000000004
1101,2023/9/22,33.5
1101,2023/9/25,33.1
1101,2023/9/26,33
1101,2023/9/27,33.050000000000004
1101,2023/9/28,33.25
1101,2023/10/2,33.1
1101,2023/10/3,33.2
1101,2023/10/4,32.9
1101,2023/10/5,32.75
1101,2023/10/6,32.800000000000004
1101,2023/10/11,33.1
1101,2023/10/12,33.7
1101,2023/10/13,33.800000000000004
1101,2023/10/16,33.6
1101,2023/10/17,33.45
1101,2023/10/18,32.45
1101,2023/10/19,31.900000000000002
1101,2023/10/20,31.75
1101,2023/10/23,31.650000000000002
1101,2023/10/24,31.5
1101,2023/10/25,31.55
1101,2023/10/26,31.450000000000003
1101,2023/10/27,31.85
1101,2023/10/30,32
1101,2023/10/31,32.25
1101,2023/11/1,32.1
1101,2023/11/2,32.35
1101,2023/11/3,32.9
1101,2023/11/6,32.800000000000004
1101,2023/11/7,32.550000000000004
1101,2023/11/8,32.9
1101,2023/11/9,32.9
1101,2023/11/10,32.85
1101,2023/11/13,32.800000000000004
1101,2023/11/14,32.5
1101,2023/11/15,33.15
1101,2023/11/16,33.050000000000004
1101,2023/11/17,33.2
1101,2023/11/20,33.6
1101,2023/11/21,34.2
1101,2023/11/22,33.85
1101,2023/11/23,34
1101,2023/11/24,33.75
1101,2023/11/27,33.95
1101,2023/11/28,34.5
1101,2023/11/29,34.25
1101,2023/11/30,34.95
1101,2023/12/1,34.4
1101,2023/12/4,34.050000000000004
1101,2023/12/5,34.9
1101,2023/12/6,34.6
1101,2023/12/7,34.5
1101,2023/12/8,34.6
1101,2023/12/11,34.4
1101,2023/12/12,34.15
1101,2023/12/13,34.050000000000004
1101,2023/12/14,34.4
1101,2023/12/15,34.300000000000004
1101,2023/12/18,34.550000000000004
1101,2023/12/19,34.35
1101,2023/12/20,34.5
1101,2023/12/21,34.25
1101,2023/12/22,34.300000000000004
1101,2023/12/25,34.5
1101,2023/12/26,34.65
1101,2023/12/27,34.9
1101,2023/12/28,34.9
1101,2023/12/29,34.85
1102,2021/1/4,43
1102,2021/1/5,43
1102,2021/1/6,43.15
1102,2021/1/7,43.25
1102,2021/1/8,43.45
1102,2021/1/11,43.25
1102,2021/1/12,42.9
1102,2021/1/13,42.9
1102,2021/1/14,42.550000000000004
1102,2021/1/15,41.800000000000004
1102,2021/1/18,41.85
1102,2021/1/19,42.15
1102,2021/1/20,41.45
1102,2021/1/21,41.050000000000004
1102,2021/1/22,40.75
1102,2021/1/25,40.85
1102,2021/1/26,40.550000000000004
1102,2021/1/27,40.5
1102,2021/1/28,40.35
1102,2021/1/29,40
1102,2021/2/1,40.45
1102,2021/2/2,40.800000000000004
1102,2021/2/3,41.050000000000004
1102,2021/2/4,40.7
1102,2021/2/5,40.9
1102,2021/2/17,41.15
1102,2021/2/18,41.25
1102,2021/2/19,41.800000000000004
1102,2021/2/22,42.75
1102,2021/2/23,43
1102,2021/2/24,43
1102,2021/2/25,43.300000000000004
1102,2021/2/26,42.65
1102,2021/3/2,42.5
1102,2021/3/3,43.1
1102,2021/3/4,43.2
1102,2021/3/5,43.15
1102,2021/3/8,43.45
1102,2021/3/9,43.9
1102,2021/3/10,43.75
1102,2021/3/11,43.9
1102,2021/3/12,43.9
1102,2021/3/15,43.75
1102,2021/3/16,44.050000000000004
1102,2021/3/17,44
1102,2021/3/18,44.35
1102,2021/3/19,44.4
1102,2021/3/22,45.800000000000004
1102,2021/3/23,45.95
1102,2021/3/24,45.900000000000006
1102,2021/3/25,46
1102,2021/3/26,46.5
1102,2021/3/29,46.800000000000004
1102,2021/3/30,46.800000000000004
1102,2021/3/31,47.800000000000004
1102,2021/4/1,47.1
1102,2021/4/6,47.1
1102,2021/4/7,47
1102,2021/4/8,46.900000000000006
1102,2021/4/9,46.7
1102,2021/4/12,46.800000000000004
1102,2021/4/13,47.35
1102,2021/4/14,47.400000000000006
1102,2021/4/15,48.300000000000004
1102,2021/4/16,48.95
1102,2021/4/19,50
1102,2021/4/20,50.7
1102,2021/4/21,52.2
1102,2021/4/22,51.6
1102,2021/4/23,50.2
1102,2021/4/26,50.800000000000004
1102,2021/4/27,50.300000000000004
1102,2021/4/28,50.2
1102,2021/4/29,49.95
1102,2021/5/3,49.6
1102,2021/5/4,48.550000000000004
1102,2021/5/5,49.300000000000004
1102,2021/5/6,50.400000000000006
1102,2021/5/7,50.300000000000004
1102,2021/5/10,50.900000000000006
1102,2021/5/11,50.1
1102,2021/5/12,48.550000000000004
1102,2021/5/13,47.95
1102,2021/5/14,49
1102,2021/5/17,48.45
1102,2021/5/18,49.95
1102,2021/5/19,49.85
1102,2021/5/20,50.1
1102,2021/5/21,50.6
1102,2021/5/24,50.300000000000004
1102,2021/5/25,50.300000000000004
1102,2021/5/26,50.1
1102,2021/5/27,50.2
1102,2021/5/28,50.400000000000006
1102,2021/5/31,51.900000000000006
1102,2021/6/1,51.6
1102,2021/6/2,51.900000000000006
1102,2021/6/3,51.800000000000004
1102,2021/6/4,51.400000000000006
1102,2021/6/7,51.1
1102,2021/6/8,50.900000000000006
1102,2021/6/9,50.6
1102,2021/6/10,50.6
1102,2021/6/11,50.7
1102,2021/6/15,50.7
1102,2021/6/16,51.1
1102,2021/6/17,51.1
1102,2021/6/18,50.400000000000006
1102,2021/6/21,50
1102,2021/6/22,50.800000000000004
1102,2021/6/23,50.5
1102,2021/6/24,50.300000000000004
1102,2021/6/25,50.6
1102,2021/6/28,50.900000000000006
1102,2021/6/29,50.7
1102,2021/6/30,50.7
1102,2021/7/1,50.6
1102,2021/7/2,50.5
1102,2021/7/5,51
1102,2021/7/6,51
1102,2021/7/7,51.7
1102,2021/7/8,53
1102,2021/7/9,52.800000000000004
1102,2021/7/12,52.7
1102,2021/7/13,52.6
1102,2021/7/14,52.5
1102,2021/7/15,51.900000000000006
1102,2021/7/16,52
1102,2021/7/19,52.5
1102,2021/7/20,52
1102,2021/7/21,52.5
1102,2021/7/22,52.2
1102,2021/7/23,52.800000000000004
1102,2021/7/26,53.1
1102,2021/7/27,53
1102,2021/7/28,52.1
1102,2021/7/29,52.400000000000006
1102,2021/7/30,51.800000000000004
1102,2021/8/2,51.800000000000004
1102,2021/8/3,52.1
1102,2021/8/4,51.900000000000006
1102,2021/8/5,46.35
1102,2021/8/6,46.050000000000004
1102,2021/8/9,45.85
1102,2021/8/10,45.550000000000004
1102,2021/8/11,45.6
1102,2021/8/12,45.75
1102,2021/8/13,45.6
1102,2021/8/16,44.6
1102,2021/8/17,43.75
1102,2021/8/18,44.1
1102,2021/8/19,43.35
1102,2021/8/20,43
1102,2021/8/23,43.6
1102,2021/8/24,43.800000000000004
1102,2021/8/25,43.95
1102,2021/8/26,43.65
1102,2021/8/27,44.2
1102,2021/8/30,44.7
1102,2021/8/31,44.900000000000006
1102,2021/9/1,45.650000000000006
1102,2021/9/2,44.85
1102,2021/9/3,45.1
1102,2021/9/6,44.900000000000006
1102,2021/9/7,45.150000000000006
1102,2021/9/8,44.75
1102,2021/9/9,44.35
1102,2021/9/10,44.95
1102,2021/9/13,45.900000000000006
1102,2021/9/14,46.5
1102,2021/9/15,46.35
1102,2021/9/16,46.5
1102,2021/9/17,45
1102,2021/9/22,45.6
1102,2021/9/23,46.150000000000006
1102,2021/9/24,46.45
1102,2021/9/27,46.45
1102,2021/9/28,46.35
1102,2021/9/29,45.800000000000004
1102,2021/9/30,45.6
1102,2021/10/1,45.35
1102,2021/10/4,45.45
1102,2021/10/5,45.300000000000004
1102,2021/10/6,45.650000000000006
1102,2021/10/7,45.800000000000004
1102,2021/10/8,45.85
1102,2021/10/12,45.45
1102,2021/10/13,45.400000000000006
1102,2021/10/14,45.35
1102,2021/10/15,45.5
1102,2021/10/18,45.45
1102,2021/10/19,45.150000000000006
1102,2021/10/20,44.75
1102,2021/10/21,44.6
1102,2021/10/22,44.85
1102,2021/10/25,44.6
1102,2021/10/26,44.5
1102,2021/10/27,44.300000000000004
1102,2021/10/28,44.35
1102,2021/10/29,44.300000000000004
1102,2021/11/1,44.2
1102,2021/11/2,44.5
